CHUNK_ID,TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,X,Y,ROW_CHUNK,COL_CHUNK,geometry
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329115.5181612018,2778568.4224820393,0,0,POINT (-1329115.5181612018 2778568.4224820393)
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,-1329111.7840985733,2778559.2914433526,0,0,POINT (-1329111.7840985733 2778559.2914433526)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329264.785673203,2778710.129477999,0,0,POINT (-1329264.785673203 2778710.129477999)
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,-1329263.432217978,2778709.3653679956,0,0,POINT (-1329263.432217978 2778709.3653679956)
0_0,1044391,37754,122,1,33.782000000000004,14.3256,0.9,-1329107.144439442,2778827.655115975,0,0,POINT (-1329107.144439442 2778827.655115975)
0_0,1044390,37754,122,1,38.862,14.3256,0.9,-1329106.7321512708,2778566.7064763797,0,0,POINT (-1329106.7321512708 2778566.7064763797)
0_0,1044390,37754,122,1,38.862,14.3256,0.9,-1329117.699321642,2778565.698291263,0,0,POINT (-1329117.699321642 2778565.698291263)
0_0,1044392,37754,122,1,16.002,6.7056,0.9,-1329072.1868477475,2778846.7051161327,0,0,POINT (-1329072.1868477475 2778846.7051161327)
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,-1328996.0510877739,2778875.638101461,0,0,POINT (-1328996.0510877739 2778875.638101461)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329273.302926181,2778712.1205764296,0,0,POINT (-1329273.302926181 2778712.1205764296)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329277.9821500664,2778722.2605956774,0,0,POINT (-1329277.9821500664 2778722.2605956774)
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,-1329252.9442869814,2778718.447831925,0,0,POINT (-1329252.9442869814 2778718.447831925)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329103.5130596843,2778564.187009702,0,0,POINT (-1329103.5130596843 2778564.187009702)
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,-1328986.232073728,2778884.3890298894,0,0,POINT (-1328986.232073728 2778884.3890298894)
0_0,1044394,37754,122,1,35.56,15.24,0.85,-1329255.440599922,2778705.401045365,0,0,POINT (-1329255.440599922 2778705.401045365)
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,-1329251.8142516036,2778701.778757107,0,0,POINT (-1329251.8142516036 2778701.778757107)
0_0,1044394,37754,122,1,35.56,15.24,0.85,-1329266.7452760213,2778711.35799449,0,0,POINT (-1329266.7452760213 2778711.35799449)
0_0,1044390,37754,122,1,38.862,14.3256,0.9,-1329102.9125636995,2778836.0422024606,0,0,POINT (-1329102.9125636995 2778836.0422024606)
0_0,1044390,37754,122,1,38.862,14.3256,0.9,-1329095.7796231,2778842.335602048,0,0,POINT (-1329095.7796231 2778842.335602048)
0_0,1044390,37754,122,1,38.862,14.3256,0.9,-1329098.5025947397,2778846.256046446,0,0,POINT (-1329098.5025947397 2778846.256046446)
0_0,1044394,37754,122,1,35.56,15.24,0.85,-1329092.6055258624,2778851.7367335274,0,0,POINT (-1329092.6055258624 2778851.7367335274)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329256.832209794,2778710.863534754,0,0,POINT (-1329256.832209794 2778710.863534754)
0_0,1044394,37754,122,1,35.56,15.24,0.85,-1329257.849052451,2778703.208915421,0,0,POINT (-1329257.849052451 2778703.208915421)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329258.8950765824,2778702.740360011,0,0,POINT (-1329258.8950765824 2778702.740360011)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329249.3461585285,2778724.6951576304,0,0,POINT (-1329249.3461585285 2778724.6951576304)
0_0,1044390,37754,122,1,38.862,14.3256,0.9,-1329264.8228119325,2778723.8408233216,0,0,POINT (-1329264.8228119325 2778723.8408233216)
0_0,1044392,37754,122,1,16.002,6.7056,0.9,-1329253.5125632172,2778714.8380937846,0,0,POINT (-1329253.5125632172 2778714.8380937846)
0_0,1044392,37754,122,1,16.002,6.7056,0.9,-1329252.3956584046,2778722.061771123,0,0,POINT (-1329252.3956584046 2778722.061771123)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329262.2299765719,2778717.9600465256,0,0,POINT (-1329262.2299765719 2778717.9600465256)
0_0,1044394,37754,122,1,35.56,15.24,0.85,-1329250.6271843682,2778725.28176087,0,0,POINT (-1329250.6271843682 2778725.28176087)
0_0,1044394,37754,122,1,35.56,15.24,0.85,-1329261.7583999964,2778718.641153217,0,0,POINT (-1329261.7583999964 2778718.641153217)
0_0,1044395,37754,122,1,18.542,12.4968,0.75,-1329094.5918266645,2778852.5342954407,0,0,POINT (-1329094.5918266645 2778852.5342954407)
0_0,1055555,37856,202,1,26.924,13.4112,0.5,-1329702.037970501,2779433.594682971,0,0,POINT (-1329702.037970501 2779433.594682971)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329716.6330940684,2779445.199318886,0,0,POINT (-1329716.6330940684 2779445.199318886)
0_0,1055558,37856,202,1,36.068,15.8496,0.55,-1329706.0195510653,2779443.002834261,0,0,POINT (-1329706.0195510653 2779443.002834261)
0_0,1055565,37856,202,1,41.656,14.9352,0.75,-1329748.0245288117,2779434.472002011,0,0,POINT (-1329748.0245288117 2779434.472002011)
0_0,1055558,37856,202,1,36.068,15.8496,0.55,-1329744.010634545,2779431.1760581504,0,0,POINT (-1329744.010634545 2779431.1760581504)
0_0,1055559,37856,202,1,31.242,13.716,0.3,-1329704.7712399454,2779444.548079832,0,0,POINT (-1329704.7712399454 2779444.548079832)
0_0,1055559,37856,202,1,31.242,13.716,0.3,-1329711.9901669126,2779507.17960369,0,0,POINT (-1329711.9901669126 2779507.17960369)
0_0,1055569,37856,113,1,22.352000000000004,6.7056,0.25,-1329727.161636614,2779509.1151424684,0,0,POINT (-1329727.161636614 2779509.1151424684)
0_0,1055563,37856,202,1,33.528,16.764,0.6,-1329738.0287295708,2779499.8297023606,0,0,POINT (-1329738.0287295708 2779499.8297023606)
0_0,1055557,37856,202,1,21.336,13.1064,0.55,-1329738.20989755,2779501.070148912,0,0,POINT (-1329738.20989755 2779501.070148912)
0_0,1055557,37856,202,1,21.336,13.1064,0.55,-1329691.9265086693,2779459.788292686,0,0,POINT (-1329691.9265086693 2779459.788292686)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329723.179458425,2779505.615376876,0,0,POINT (-1329723.179458425 2779505.615376876)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329708.50471535,2779441.453120717,0,0,POINT (-1329708.50471535 2779441.453120717)
0_0,1055562,37856,202,1,25.4,12.192,0.4,-1329714.0967900543,2779454.292352904,0,0,POINT (-1329714.0967900543 2779454.292352904)
0_0,1055562,37856,202,1,25.4,12.192,0.4,-1329699.8466164973,2779450.842964765,0,0,POINT (-1329699.8466164973 2779450.842964765)
0_0,1055560,37856,202,1,21.844,12.192,0.45,-1329705.5358850497,2779453.7482571783,0,0,POINT (-1329705.5358850497 2779453.7482571783)
0_0,1055559,37856,202,1,31.242,13.716,0.3,-1329702.2164899108,2779457.2179317684,0,0,POINT (-1329702.2164899108 2779457.2179317684)
0_0,1055565,37856,202,1,41.656,14.9352,0.75,-1329688.8883173673,2779461.033740931,0,0,POINT (-1329688.8883173673 2779461.033740931)
0_0,1055569,37856,113,1,22.352000000000004,6.7056,0.25,-1329698.4817755,2779447.453637454,0,0,POINT (-1329698.4817755 2779447.453637454)
0_0,1055565,37856,202,1,41.656,14.9352,0.75,-1329692.7802107416,2779451.879008941,0,0,POINT (-1329692.7802107416 2779451.879008941)
0_0,1055561,37856,202,1,25.908,13.716,0.35,-1329689.3720244842,2779448.549419538,0,0,POINT (-1329689.3720244842 2779448.549419538)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329727.4256473717,2779414.1200998183,0,0,POINT (-1329727.4256473717 2779414.1200998183)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329686.548031614,2779449.823850513,0,0,POINT (-1329686.548031614 2779449.823850513)
0_0,1055561,37856,202,1,25.908,13.716,0.35,-1329747.6935250035,2779411.040286743,0,0,POINT (-1329747.6935250035 2779411.040286743)
0_0,1055556,37856,202,1,20.828,12.4968,0.4,-1329739.0404343107,2779431.0291935606,0,0,POINT (-1329739.0404343107 2779431.0291935606)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329724.6090257305,2779427.3710514684,0,0,POINT (-1329724.6090257305 2779427.3710514684)
0_0,1055566,37856,202,1,33.528,14.3256,0.65,-1329739.9583697033,2779418.880727215,0,0,POINT (-1329739.9583697033 2779418.880727215)
0_0,1055558,37856,202,1,36.068,15.8496,0.55,-1329739.5340296437,2779412.2906741137,0,0,POINT (-1329739.5340296437 2779412.2906741137)
0_0,1055562,37856,202,1,25.4,12.192,0.4,-1329746.5854713956,2779412.386522871,0,0,POINT (-1329746.5854713956 2779412.386522871)
0_0,1055561,37856,202,1,25.908,13.716,0.35,-1329740.6767398617,2779425.3016397497,0,0,POINT (-1329740.6767398617 2779425.3016397497)
0_0,1055556,37856,202,1,20.828,12.4968,0.4,-1329710.008093844,2779444.9322462166,0,0,POINT (-1329710.008093844 2779444.9322462166)
0_0,1055556,37856,202,1,20.828,12.4968,0.4,-1329689.0740899488,2779438.8627353064,0,0,POINT (-1329689.0740899488 2779438.8627353064)
0_0,1055559,37856,202,1,31.242,13.716,0.3,-1329691.6635639279,2779439.5893315314,0,0,POINT (-1329691.6635639279 2779439.5893315314)
0_0,1055569,37856,113,1,22.352000000000004,6.7056,0.25,-1329694.5241252442,2779440.211190698,0,0,POINT (-1329694.5241252442 2779440.211190698)
0_0,1055557,37856,202,1,21.336,13.1064,0.55,-1329699.90743639,2779441.6216406375,0,0,POINT (-1329699.90743639 2779441.6216406375)
0_0,1055558,37856,202,1,36.068,15.8496,0.55,-1329689.3781717354,2779444.1414416907,0,0,POINT (-1329689.3781717354 2779444.1414416907)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329689.190455793,2779444.3273847937,0,0,POINT (-1329689.190455793 2779444.3273847937)
0_0,1055559,37856,202,1,31.242,13.716,0.3,-1329725.0239245077,2779413.6648653466,0,0,POINT (-1329725.0239245077 2779413.6648653466)
0_0,1055563,37856,202,1,33.528,16.764,0.6,-1329738.5329795198,2779414.8104092134,0,0,POINT (-1329738.5329795198 2779414.8104092134)
0_0,1055565,37856,202,1,41.656,14.9352,0.75,-1329735.4860067107,2779504.188190295,0,0,POINT (-1329735.4860067107 2779504.188190295)
0_0,1055566,37856,202,1,33.528,14.3256,0.65,-1329732.3625057267,2779416.6420136774,0,0,POINT (-1329732.3625057267 2779416.6420136774)
0_0,1055558,37856,202,1,36.068,15.8496,0.55,-1329736.8629960066,2779420.853236539,0,0,POINT (-1329736.8629960066 2779420.853236539)
0_0,1055555,37856,202,1,26.924,13.4112,0.5,-1329748.3442637953,2779435.9818325965,0,0,POINT (-1329748.3442637953 2779435.9818325965)
0_0,1055560,37856,202,1,21.844,12.192,0.45,-1329739.39479445,2779428.87691193,0,0,POINT (-1329739.39479445 2779428.87691193)
0_0,1055554,37856,202,1,22.606,17.6784,0.45,-1329729.1738004764,2779426.0598516753,0,0,POINT (-1329729.1738004764 2779426.0598516753)
0_0,1055557,37856,202,1,21.336,13.1064,0.55,-1329724.831214687,2779426.15615477,0,0,POINT (-1329724.831214687 2779426.15615477)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329462.8319795306,2779331.324525093,0,0,POINT (-1329462.8319795306 2779331.324525093)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329464.326871569,2779327.662137927,0,0,POINT (-1329464.326871569 2779327.662137927)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329491.599135817,2779314.1130694747,0,0,POINT (-1329491.599135817 2779314.1130694747)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329468.9577032668,2779325.887245128,0,0,POINT (-1329468.9577032668 2779325.887245128)
0_0,1093655,37872,202,1,26.67,12.192,0.55,-1329484.8454563695,2779329.7203516355,0,0,POINT (-1329484.8454563695 2779329.7203516355)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329479.753182323,2779325.8928657915,0,0,POINT (-1329479.753182323 2779325.8928657915)
0_0,1093673,37872,122,1,20.32,14.0208,0.2,-1329485.19800052,2779338.1221334697,0,0,POINT (-1329485.19800052 2779338.1221334697)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329480.589646939,2779337.254956732,0,0,POINT (-1329480.589646939 2779337.254956732)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329475.5184018125,2779335.060444901,0,0,POINT (-1329475.5184018125 2779335.060444901)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329467.9838153948,2779330.1102845343,0,0,POINT (-1329467.9838153948 2779330.1102845343)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329464.5274876459,2779326.875763315,0,0,POINT (-1329464.5274876459 2779326.875763315)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329488.342265749,2779336.5973091694,0,0,POINT (-1329488.342265749 2779336.5973091694)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329477.3922223588,2779333.0799994515,0,0,POINT (-1329477.3922223588 2779333.0799994515)
0_0,1093659,37872,122,1,14.478000000000002,9.144,0.7,-1329472.3883853669,2779335.1996318656,0,0,POINT (-1329472.3883853669 2779335.1996318656)
0_0,1093672,37872,202,1,36.322,18.5928,0.45,-1329468.1400252064,2779332.729515652,0,0,POINT (-1329468.1400252064 2779332.729515652)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329462.1189168994,2779326.035866119,0,0,POINT (-1329462.1189168994 2779326.035866119)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329468.3036832605,2779321.605116804,0,0,POINT (-1329468.3036832605 2779321.605116804)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329468.002120084,2779328.6086450573,0,0,POINT (-1329468.002120084 2779328.6086450573)
0_0,1093663,37872,122,1,31.496,12.192,0.45,-1329476.7839981061,2779325.705683559,0,0,POINT (-1329476.7839981061 2779325.705683559)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329474.9996745433,2779328.0385626014,0,0,POINT (-1329474.9996745433 2779328.0385626014)
0_0,1093660,37872,122,1,31.242,13.716,0.45,-1329466.9278853426,2779325.058998131,0,0,POINT (-1329466.9278853426 2779325.058998131)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329470.6774587373,2779324.566955043,0,0,POINT (-1329470.6774587373 2779324.566955043)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329461.0731670912,2779332.3464471935,0,0,POINT (-1329461.0731670912 2779332.3464471935)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329477.2689427496,2779324.2377386545,0,0,POINT (-1329477.2689427496 2779324.2377386545)
0_0,1093675,37872,202,1,23.114,12.4968,0.3,-1329484.037810775,2779315.989923399,0,0,POINT (-1329484.037810775 2779315.989923399)
0_0,1093654,37872,202,1,21.59,13.716,0.35,-1329491.4383988173,2779324.5215830705,0,0,POINT (-1329491.4383988173 2779324.5215830705)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329491.7426148606,2779313.357790066,0,0,POINT (-1329491.7426148606 2779313.357790066)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329466.8774605738,2779317.9967849003,0,0,POINT (-1329466.8774605738 2779317.9967849003)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329465.0191871636,2779317.225982091,0,0,POINT (-1329465.0191871636 2779317.225982091)
0_0,1093670,37872,202,1,16.51,10.0584,0.4,-1329472.285488071,2779321.7365707993,0,0,POINT (-1329472.285488071 2779321.7365707993)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329465.6692605596,2779320.806347986,0,0,POINT (-1329465.6692605596 2779320.806347986)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329473.1130861777,2779319.7082880945,0,0,POINT (-1329473.1130861777 2779319.7082880945)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329468.9203179327,2779306.403650457,0,0,POINT (-1329468.9203179327 2779306.403650457)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329464.3996458382,2779309.2058191383,0,0,POINT (-1329464.3996458382 2779309.2058191383)
0_0,1093659,37872,122,1,14.478000000000002,9.144,0.7,-1329463.5180113686,2779315.1585748913,0,0,POINT (-1329463.5180113686 2779315.1585748913)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329473.5546999895,2779311.5021916297,0,0,POINT (-1329473.5546999895 2779311.5021916297)
0_0,1093657,37872,122,1,30.988,16.154400000000003,0.7,-1329472.192566278,2779317.7154619596,0,0,POINT (-1329472.192566278 2779317.7154619596)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329464.5570002059,2779311.9716285802,0,0,POINT (-1329464.5570002059 2779311.9716285802)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329464.8575363474,2779306.1701865178,0,0,POINT (-1329464.8575363474 2779306.1701865178)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329463.8244308776,2779306.7356558084,0,0,POINT (-1329463.8244308776 2779306.7356558084)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329469.6465805038,2779317.632042879,0,0,POINT (-1329469.6465805038 2779317.632042879)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329466.6187566428,2779316.81648932,0,0,POINT (-1329466.6187566428 2779316.81648932)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329464.0959311621,2779314.2886257204,0,0,POINT (-1329464.0959311621 2779314.2886257204)
0_0,1093677,37872,122,1,35.814,18.5928,0.7,-1329468.7804682087,2779310.2976663974,0,0,POINT (-1329468.7804682087 2779310.2976663974)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329470.3604098358,2779309.292033499,0,0,POINT (-1329470.3604098358 2779309.292033499)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329476.4029015817,2779315.8732668343,0,0,POINT (-1329476.4029015817 2779315.8732668343)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329467.3702496474,2779310.4499465087,0,0,POINT (-1329467.3702496474 2779310.4499465087)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329463.3236747999,2779318.1530136783,0,0,POINT (-1329463.3236747999 2779318.1530136783)
0_0,1093678,37872,122,1,20.066000000000003,13.716,0.55,-1329473.5798296528,2779309.406046088,0,0,POINT (-1329473.5798296528 2779309.406046088)
0_0,1093656,37872,202,1,29.21,16.4592,0.55,-1329464.0657439884,2779317.330762475,0,0,POINT (-1329464.0657439884 2779317.330762475)
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329477.8104063426,2779308.7306528264,0,0,POINT (-1329477.8104063426 2779308.7306528264)
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329479.75436125,2779317.1892948262,0,0,POINT (-1329479.75436125 2779317.1892948262)
0_0,1093664,37872,122,1,22.098,11.8872,0.6,-1329478.7583995599,2779314.3387611373,0,0,POINT (-1329478.7583995599 2779314.3387611373)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329481.1947929107,2779310.744973943,0,0,POINT (-1329481.1947929107 2779310.744973943)
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329481.4471904216,2779316.888167052,0,0,POINT (-1329481.4471904216 2779316.888167052)
0_0,1093662,37872,122,1,21.082,9.144,0.5,-1329491.9658700435,2779310.428506525,0,0,POINT (-1329491.9658700435 2779310.428506525)
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329480.6329211923,2779384.5558133377,0,0,POINT (-1329480.6329211923 2779384.5558133377)
0_0,1024763,37873,202,1,31.242,12.4968,0.8,-1329385.4543852392,2779377.8947510445,0,0,POINT (-1329385.4543852392 2779377.8947510445)
0_0,1024757,37873,122,1,16.764,10.668,0.5,-1329381.8426896017,2779368.5982263526,0,0,POINT (-1329381.8426896017 2779368.5982263526)
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329348.0149064332,2779361.7644795557,0,0,POINT (-1329348.0149064332 2779361.7644795557)
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329459.00502508,2779416.273576531,0,0,POINT (-1329459.00502508 2779416.273576531)
0_0,1024766,37873,202,1,19.304,9.4488,0.7,-1329386.767578962,2779370.423077494,0,0,POINT (-1329386.767578962 2779370.423077494)
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329371.5486391203,2779194.144034178,0,0,POINT (-1329371.5486391203 2779194.144034178)
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329374.9181732994,2779195.417958136,0,0,POINT (-1329374.9181732994 2779195.417958136)
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329377.6565540056,2779358.029555229,0,0,POINT (-1329377.6565540056 2779358.029555229)
0_0,1024749,37873,202,1,21.336,13.1064,0.6,-1329377.64839516,2779191.4407759462,0,0,POINT (-1329377.64839516 2779191.4407759462)
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329376.96382206,2779196.985924839,0,0,POINT (-1329376.96382206 2779196.985924839)
0_0,1024750,37873,202,1,15.24,10.3632,0.7,-1329424.431309221,2779114.0492811617,0,0,POINT (-1329424.431309221 2779114.0492811617)
0_0,1024754,37873,122,1,24.638,13.1064,0.8,-1329380.3718917654,2779196.69852525,0,0,POINT (-1329380.3718917654 2779196.69852525)
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329446.294229691,2779201.327139501,0,0,POINT (-1329446.294229691 2779201.327139501)
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329380.3681911598,2779103.2037700703,0,0,POINT (-1329380.3681911598 2779103.2037700703)
0_0,1024769,37873,202,1,42.672,14.3256,0.8,-1329378.4943990165,2779100.8517975686,0,0,POINT (-1329378.4943990165 2779100.8517975686)
0_0,1024751,37873,202,1,22.86,12.4968,0.45,-1329735.9198426448,2779149.4784409464,0,0,POINT (-1329735.9198426448 2779149.4784409464)
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329436.7665006963,2779205.7323446865,0,0,POINT (-1329436.7665006963 2779205.7323446865)
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329445.833547548,2779211.0375532648,0,0,POINT (-1329445.833547548 2779211.0375532648)
