CHUNK_ID,TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,X,Y,ROW_CHUNK,COL_CHUNK
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329494.4641512404,2779308.9532137904,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329498.9838148514,2779302.5505639524,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329489.38339072,2779309.191208854,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329491.3225714467,2779296.196476688,0,0
0_0,1093678,37872,122,1,20.066000000000003,13.716,0.55,-1329499.7993309984,2779297.7690333654,0,0
0_0,1093677,37872,122,1,35.814,18.5928,0.7,-1329477.83891273,2779302.712591556,0,0
0_0,1093678,37872,122,1,20.066000000000003,13.716,0.55,-1329499.6754626348,2779308.594583407,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329500.9144259617,2779306.2593494374,0,0
0_0,1093668,37872,202,1,23.622000000000003,13.1064,0.4,-1329499.571257149,2779306.0454674554,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329477.830044882,2779307.324651872,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329477.1718284085,2779294.1392226913,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329482.803963527,2779299.3503593947,0,0
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329482.709853616,2779305.7193851788,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329482.6127768615,2779308.104574695,0,0
0_0,1093668,37872,202,1,23.622000000000003,13.1064,0.4,-1329475.1204690617,2779302.4559369404,0,0
0_0,1093668,37872,202,1,23.622000000000003,13.1064,0.4,-1329491.5012825108,2779300.1350596505,0,0
0_0,1093665,37872,122,1,23.622000000000003,11.2776,0.65,-1329497.4016476565,2779309.9011026463,0,0
0_0,1093675,37872,202,1,23.114,12.4968,0.3,-1329489.86038582,2779299.2598184114,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329491.825931195,2779309.7760771965,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329497.48163617,2779303.5852566245,0,0
0_0,1093656,37872,202,1,29.21,16.4592,0.55,-1329489.5858036454,2779298.2001380795,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329491.9480055694,2779294.7737847767,0,0
0_0,1093674,37872,202,1,41.656,20.4216,0.5,-1329502.5797050593,2779311.008804949,0,0
0_0,1093672,37872,202,1,36.322,18.5928,0.45,-1329491.3521671663,2779302.9633410536,0,0
0_0,1093663,37872,122,1,31.496,12.192,0.45,-1329481.6928503693,2779298.3317754823,0,0
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329481.2656921158,2779303.059801055,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329502.353340122,2779303.462887966,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329477.602891247,2779293.1863823566,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329486.658834078,2779305.576967983,0,0
0_0,1093655,37872,202,1,26.67,12.192,0.55,-1329475.4506753357,2779301.988112305,0,0
0_0,1093654,37872,202,1,21.59,13.716,0.35,-1329482.5770938604,2779322.1413240717,0,0
0_0,1093670,37872,202,1,16.51,10.0584,0.4,-1329481.1329612767,2779314.6165312417,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329483.2338698227,2779309.657532591,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329474.8403143694,2779308.259072063,0,0
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329484.1733009766,2779310.1296999273,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329484.8263596788,2779321.4378029983,0,0
0_0,1093659,37872,122,1,14.478000000000002,9.144,0.7,-1329486.3181109875,2779307.2001770427,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329481.1292704553,2779301.7903472246,0,0
0_0,1093678,37872,122,1,20.066000000000003,13.716,0.55,-1329485.7690010557,2779300.5647320086,0,0
0_0,1093655,37872,202,1,26.67,12.192,0.55,-1329476.859797865,2779295.1875391067,0,0
0_0,1093678,37872,122,1,20.066000000000003,13.716,0.55,-1329483.4856284007,2779300.2290944103,0,0
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329482.1560611275,2779296.6560062356,0,0
0_0,1093654,37872,202,1,21.59,13.716,0.35,-1329478.2083230475,2779296.394723298,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329479.6328008,2779295.770993867,0,0
0_0,1093659,37872,122,1,14.478000000000002,9.144,0.7,-1329482.0981532144,2779306.7493288433,0,0
0_0,1093654,37872,202,1,21.59,13.716,0.35,-1329481.8478552476,2779298.320501474,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329483.338229601,2779307.6604141523,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329482.3019598022,2779299.932579065,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329483.684136681,2779301.5091724275,0,0
0_0,1093676,37872,66,1,11.176000000000002,2.4384,0.2,-1329478.2348011502,2779305.9906070973,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329476.5309005484,2779293.5529803187,0,0
0_0,1093656,37872,202,1,29.21,16.4592,0.55,-1329474.0909574425,2779301.8884595963,0,0
0_0,1093679,37872,122,1,4.826,3.6576,0.65,-1329480.3794811745,2779297.7709393064,0,0
0_0,1093680,37872,122,1,3.81,3.048,0.5,-1329481.394920204,2779293.4936279776,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329616.789540109,2779362.3225028664,0,0
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329621.7447596507,2779364.354560999,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329618.7730495303,2779372.4161174144,0,0
0_0,1024754,37873,122,1,24.638,13.1064,0.8,-1329539.1669270992,2779354.9285790445,0,0
0_0,1024763,37873,202,1,31.242,12.4968,0.8,-1329553.6082971743,2779357.1024411707,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329551.8055297348,2779351.9168369593,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329543.739174562,2779362.4894531216,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329547.1429765318,2779352.6134101977,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329553.1989338568,2779356.496791738,0,0
0_0,1024769,37873,202,1,42.672,14.3256,0.8,-1329542.8893382554,2779355.415853033,0,0
0_0,1024754,37873,122,1,24.638,13.1064,0.8,-1329385.670934389,2779096.8853140515,0,0
0_0,1024751,37873,202,1,22.86,12.4968,0.45,-1329392.2779907044,2779092.299918309,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329385.6253154776,2779324.94492728,0,0
0_0,1024754,37873,122,1,24.638,13.1064,0.8,-1329392.1360385744,2779332.3074455536,0,0
0_0,1024759,37873,202,1,13.97,6.096,0.7,-1329378.8029080082,2779332.8325761734,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329380.8252344492,2779325.8828625022,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329381.1280330871,2779326.9456356997,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329388.4610836687,2779338.7608202905,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329402.3475209356,2779082.9629736897,0,0
0_0,1024751,37873,202,1,22.86,12.4968,0.45,-1329362.478189572,2779067.917922943,0,0
0_0,1024750,37873,202,1,15.24,10.3632,0.7,-1329362.371991188,2779066.7234512186,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329373.8397266685,2779077.3522332204,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329371.4646461895,2779079.4181617163,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329387.232215271,2779067.745617797,0,0
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329381.5587332174,2779075.7473707576,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329382.6796697425,2779081.1561462563,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329372.7897382968,2779069.0411526216,0,0
0_0,1024759,37873,202,1,13.97,6.096,0.7,-1329401.5096585127,2779069.3302388997,0,0
0_0,1024759,37873,202,1,13.97,6.096,0.7,-1329392.7769812502,2779077.971046509,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329389.908212021,2779074.2473207167,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329388.287652505,2779077.0488089924,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329394.5949935953,2779068.3265875406,0,0
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329393.368040112,2779077.779748935,0,0
0_0,1024757,37873,122,1,16.764,10.668,0.5,-1329389.1346935793,2779071.0577085125,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329389.6984194543,2779074.8792028767,0,0
0_0,1024754,37873,122,1,24.638,13.1064,0.8,-1329359.9244594842,2779068.0242623007,0,0
0_0,1024763,37873,202,1,31.242,12.4968,0.8,-1329357.9066819965,2779068.010377727,0,0
0_0,1024766,37873,202,1,19.304,9.4488,0.7,-1329367.0661908174,2779078.0101812547,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329362.0945351447,2779076.4081087173,0,0
0_0,1024752,37873,202,1,17.78,15.24,0.5,-1329608.29870435,2779096.755330267,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329608.1538468713,2779094.144577367,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329600.8231786366,2779098.5235411734,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329625.030912947,2779088.86555471,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329616.4483031072,2779096.962035812,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329626.741263617,2779372.0772617306,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329627.240421839,2779361.619741299,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329623.9883476233,2779363.735454807,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329633.235329788,2779331.1764863543,0,0
0_0,1024766,37873,202,1,19.304,9.4488,0.7,-1329626.1789670137,2779315.532089928,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329627.8917300398,2779321.6746652485,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329637.734201913,2779319.92522171,0,0
0_0,1024749,37873,202,1,21.336,13.1064,0.6,-1329633.7785026575,2779331.4280604282,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329631.787085928,2779319.8063030336,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329631.267727198,2779319.608382937,0,0
0_0,1024749,37873,202,1,21.336,13.1064,0.6,-1329618.7876367,2779369.4573564995,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329617.5140403977,2779371.2496656063,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329630.273001076,2779369.5631944137,0,0
0_0,1024748,37873,66,1,17.272,3.9624,0.45,-1329537.7954500895,2779350.262677455,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329533.4128687524,2779357.775664482,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329539.3298463363,2779351.1500105937,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329529.7218601855,2779360.26198477,0,0
0_0,1024769,37873,202,1,42.672,14.3256,0.8,-1329388.7539352407,2779325.5524954177,0,0
0_0,1024763,37873,202,1,31.242,12.4968,0.8,-1329382.4094881916,2779325.4403458647,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329379.901529373,2779331.732640516,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329386.6650989966,2779333.9231867855,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329378.5296172425,2779326.2067928063,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329390.4237624963,2779338.4231321895,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329401.8127281591,2779094.071050733,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329400.4440994214,2779091.488033448,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329374.2190342732,2779081.156198053,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329377.1375149402,2779080.745816338,0,0
0_0,1024750,37873,202,1,15.24,10.3632,0.7,-1329373.994698141,2779080.6959078964,0,0
0_0,1024749,37873,202,1,21.336,13.1064,0.6,-1329376.9251005761,2779092.3093211204,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329388.300564007,2779095.3813009146,0,0
0_0,1024748,37873,66,1,17.272,3.9624,0.45,-1329396.2323080914,2779086.786191754,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329385.9166733525,2779087.21944428,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329390.7629030766,2779084.8680625167,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329383.7021394826,2779096.7825934878,0,0
0_0,1024769,37873,202,1,42.672,14.3256,0.8,-1329394.146634752,2779085.51200369,0,0
0_0,1024762,37873,202,1,31.496,14.0208,0.85,-1329389.5650087649,2779090.209373574,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329398.8216212194,2779084.3287182283,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329397.9475882892,2779088.9315795735,0,0
0_0,1024752,37873,202,1,17.78,15.24,0.5,-1329409.978804571,2779094.227225786,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329405.5390426544,2779091.036301955,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329391.151673198,2779090.7644017274,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329397.446921123,2779098.8059407696,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329393.2094328494,2779093.532877183,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329393.9162680835,2779094.626773213,0,0
0_0,1024763,37873,202,1,31.242,12.4968,0.8,-1329384.503973523,2779093.012305543,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329384.7895141828,2779088.213000632,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329392.8333469073,2779083.640289318,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329391.7601153124,2779094.100975342,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329389.863532294,2779085.0201116134,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329413.025341619,2779096.332664679,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329411.9219969064,2779087.651944482,0,0
0_0,1024750,37873,202,1,15.24,10.3632,0.7,-1329404.4777737516,2779099.7880414976,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329620.4166918444,2779121.2445395654,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329621.984774992,2779128.958174466,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329615.2609194017,2779126.641375618,0,0
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329613.1033092835,2779118.096608763,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329614.5541880291,2779123.9485632842,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329621.5382767157,2779125.424953922,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329612.0186027219,2779128.0668754806,0,0
0_0,1024757,37873,122,1,16.764,10.668,0.5,-1329602.8328882158,2779115.8138483767,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329605.136151666,2779116.1093108277,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329599.317623706,2779115.5323411124,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329606.2315625658,2779125.332394858,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329600.1800977513,2779127.233991527,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329600.7760045151,2779122.9145259517,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329405.641562581,2779099.8850526903,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329399.8496124158,2779095.1541232434,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329404.6958950819,2779102.6883439044,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329393.823328628,2779103.7205921942,0,0
0_0,1024750,37873,202,1,15.24,10.3632,0.7,-1329392.2759631649,2779112.8402000465,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329383.9114597011,2779104.527414014,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329387.9148694503,2779105.3443175326,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329386.2578886847,2779102.0092820013,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329610.1266777774,2779122.2808692986,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329595.6766765884,2779127.8967527705,0,0
0_0,1024755,37873,122,1,18.796000000000003,11.2776,0.5,-1329621.043867646,2779122.7783957636,0,0
0_0,1024765,37873,202,1,17.018,9.144,0.7,-1329615.616596469,2779129.451437202,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329619.5303354636,2779130.434681505,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329611.1324809936,2779129.7629875704,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329610.069158894,2779122.756816612,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329615.8347775382,2779117.947700906,0,0
0_0,1024763,37873,202,1,31.242,12.4968,0.8,-1329618.1196854103,2779122.158205963,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329426.7122590337,2779109.4550151313,0,0
0_0,1024759,37873,202,1,13.97,6.096,0.7,-1329396.5899674438,2779104.4853729983,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329396.7824928567,2779106.7588964817,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329387.0837203742,2779102.222931076,0,0
0_0,1024765,37873,202,1,17.018,9.144,0.7,-1329390.4616732881,2779105.71135854,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329391.6654596797,2779100.5578176905,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329387.940947914,2779098.797305714,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329396.0338597922,2779105.459680152,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329389.124860278,2779108.148982513,0,0
0_0,1024761,37873,122,1,2.54,2.1336,0.25,-1329394.7104695954,2779102.916471022,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329386.8559981668,2779111.7926592226,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329405.5257189733,2779109.992060213,0,0
0_0,1024769,37873,202,1,42.672,14.3256,0.8,-1329401.7886065594,2779102.661702597,0,0
0_0,1024758,37873,122,1,12.7,7.315200000000001,0.35,-1329398.0864088805,2779101.299062255,0,0
0_0,1024759,37873,202,1,13.97,6.096,0.7,-1329440.3615353035,2779109.209613551,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329405.7217464559,2779113.806781717,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329408.1777063461,2779103.526924906,0,0
0_0,1024760,37873,122,1,2.54,2.1336,0.3,-1329397.5911639757,2779103.4668053035,0,0
0_0,1024756,37873,122,1,16.256,9.7536,0.55,-1329402.2535496028,2779104.376919062,0,0
0_0,1024765,37873,202,1,17.018,9.144,0.7,-1329401.302293398,2779112.824194793,0,0
